article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,text_to_embed,image_url
0643619003,0643619,BEANIE KNIT SEQUINS,75,Hat/beanie,Accessories,1010015,Sequin,73,Dark Blue,4,Dark,2,Blue,4212,Kids Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Double-layered hat in a fine knit with a pompom on the top and reversible sequins on the front and on the turned-up hem.,"BEANIE KNIT SEQUINS Hat/beanie Accessories Sequin Dark Blue Dark Blue Kids Boy Big Acc Children Accessories, Swimwear Baby/Children Kids Outerwear Accessories Double-layered hat in a fine knit with a pompom on the top and reversible sequins on the front and on the turned-up hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/064/0643619003.jpg
0619180001,0619180,CC shaped fun,72,Hair clip,Accessories,1010016,Solid,50,Other Pink,5,Bright,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Metal hair clips in various sizes and designs.,"CC shaped fun Hair clip Accessories Solid Other Pink Bright Pink Girls Small Acc/Bags Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Metal hair clips in various sizes and designs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/061/0619180001.jpg
0706283001,0706283,Sleeping mask,78,Other accessories,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Sleep mask in faux fur with embroidery and appliqués. Elastic strap at the back. Satin lining.,"Sleeping mask Other accessories Accessories Solid Beige Medium Dusty Beige Girls Small Acc/Bags Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Sleep mask in faux fur with embroidery and appliqués. Elastic strap at the back. Satin lining.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0706283001.jpg
0815447009,0815447,Pedro license peak cap,69,Cap/peaked,Accessories,1010001,All over pattern,06,Light Grey,1,Dusty Light,11,Beige,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Cap in printed cotton jersey with a sweatband inside and concealed elastication at the back.,Pedro license peak cap Cap/peaked Accessories All over pattern Light Grey Dusty Light Beige Baby Toys/Acc Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Accessories Cap in printed cotton jersey with a sweatband inside and concealed elastication at the back.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/081/0815447009.jpg
0596909001,0596909,JANICE strawhat,76,Hat/brim,Accessories,1010015,Sequin,12,Light Beige,1,Dusty Light,11,Beige,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Hat in braided paper straw with sequined embroidery and a braided band. Width of brim 2.5 cm.,"JANICE strawhat Hat/brim Accessories Sequin Light Beige Dusty Light Beige Kids Girl Big Acc Children Accessories, Swimwear Baby/Children Kids Outerwear Accessories Hat in braided paper straw with sequined embroidery and a braided band. Width of brim 2.5 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/059/0596909001.jpg
0878229001,0878229,ELIZABETH small backpack,467,Backpack,Bags,1010016,Solid,09,Black,4,Dark,5,Black,4322,Young Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Small backpack with narrow, adjustable shoulder straps, a handle and a large zipped compartment at the top. One outer compartment with a zip and tab. Lined in taffeta made from recycled polyester. Width 17 cm. Height 20 cm.","ELIZABETH small backpack Backpack Bags Solid Black Dark Black Young Girl Big Acc Children Accessories, Swimwear Baby/Children Kids Outerwear Accessories Small backpack with narrow, adjustable shoulder straps, a handle and a large zipped compartment at the top. One outer compartment with a zip and tab. Lined in taffeta made from recycled polyester. Width 17 cm. Height 20 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/087/0878229001.jpg
0880106001,0880106,CROSSBODY BAG(1),468,Bumbag,Bags,1010016,Solid,09,Black,4,Dark,5,Black,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Small bag in woven fabric that can be worn either around the waist or over the shoulder. Zip at the top, a small fabric appliqué on the front and a wide, adjustable strap with a plastic fastener. Recycled polyester lining.","CROSSBODY BAG(1) Bumbag Bags Solid Black Dark Black Young Boy Big Acc Children Accessories, Swimwear Baby/Children Kids Outerwear Accessories Small bag in woven fabric that can be worn either around the waist or over the shoulder. Zip at the top, a small fabric appliqué on the front and a wide, adjustable strap with a plastic fastener. Recycled polyester lining.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/088/0880106001.jpg
0633588001,0633588,Lip balm Bunny,98,Fine cosmetics,Cosmetic,1010016,Solid,10,White,3,Light,9,White,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Moisturising lip balm in a rabbit-shaped plastic container with an opening underneath. 2.1 g.,"Lip balm Bunny Fine cosmetics Cosmetic Solid White Light White Girls Small Acc/Bags Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Moisturising lip balm in a rabbit-shaped plastic container with an opening underneath. 2.1 g.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/063/0633588001.jpg
0864372001,0864372,Lip balm kit Mermaid,98,Fine cosmetics,Cosmetic,1010016,Solid,62,Purple,3,Light,6,Lilac Purple,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Moisturising lip balms with a watermelon and raspberry flavour. 2x2.8 g.,"Lip balm kit Mermaid Fine cosmetics Cosmetic Solid Purple Light Lilac Purple Girls Small Acc/Bags Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Moisturising lip balms with a watermelon and raspberry flavour. 2x2.8 g.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/086/0864372001.jpg
0866294003,0866294,Lip balm 3D,98,Fine cosmetics,Cosmetic,1010016,Solid,91,Light Green,3,Light,19,Green,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Moisturising lip balm in a mermaid-tail-shaped container with a shimmering finish. Pineapple flavour.,"Lip balm 3D Fine cosmetics Cosmetic Solid Light Green Light Green Girls Small Acc/Bags Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Moisturising lip balm in a mermaid-tail-shaped container with a shimmering finish. Pineapple flavour.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/086/0866294003.jpg
0867904001,0867904,HLW MASK OWN,389,Toy,Fun,1010013,Other pattern,10,White,3,Light,9,White,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Scary glow-in-the-dark fancy dress mask in plastic foam in the shape of a skull with holes for the eyes and an elastic strap with a hook and loop fastening at the back.,"HLW MASK OWN Toy Fun Other pattern White Light White Dress-up Boys Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Scary glow-in-the-dark fancy dress mask in plastic foam in the shape of a skull with holes for the eyes and an elastic strap with a hook and loop fastening at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/086/0867904001.jpg
0924851002,0924851,HLW Bucket,389,Toy,Fun,1010014,Placement print,32,Orange,5,Bright,3,Orange,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Plastic bucket in a spooky shape with a handle at the top.,"HLW Bucket Toy Fun Placement print Orange Bright Orange Dress-up Boys Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Accessories Plastic bucket in a spooky shape with a handle at the top.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/092/0924851002.jpg
0677885019,0677885,Dragonfly dress,265,Dress,Garment Full body,1010014,Placement print,07,Grey,1,Dusty Light,12,Grey,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Sleeveless dress in printed jersey with a seam at the waist and flared skirt.,Dragonfly dress Dress Garment Full body Placement print Grey Dusty Light Grey Kids Girl Jersey Fancy Children Sizes 92-140 Baby/Children Kids Girl Jersey Fancy Sleeveless dress in printed jersey with a seam at the waist and flared skirt.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/067/0677885019.jpg
0761918001,0761918,Danisha dress,265,Dress,Garment Full body,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Long-sleeved dress in soft, printed cotton jersey with a seam at the hips and a flared skirt.","Danisha dress Dress Garment Full body All over pattern Light Grey Dusty Light Grey Kids Girl Jersey Fancy Children Sizes 92-140 Baby/Children Kids Girl Jersey Fancy Long-sleeved dress in soft, printed cotton jersey with a seam at the hips and a flared skirt.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0761918001.jpg
0623666001,0623666,Berlin overall NB,271,Outdoor overall,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Lightly padded all-in-one suit in a quilted weave. Pile-lined hood with sewn-on ears at the top, a zip with a chin guard at the front and elastication at the cuffs and hems. Foldover mitts and feet to keep the hands and feet warm. Soft pile lining.","Berlin overall NB Outdoor overall Garment Full body Solid Greenish Khaki Dark Khaki green Newborn Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Jersey Fancy Lightly padded all-in-one suit in a quilted weave. Pile-lined hood with sewn-on ears at the top, a zip with a chin guard at the front and elastication at the cuffs and hems. Foldover mitts and feet to keep the hands and feet warm. Soft pile lining.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/062/0623666001.jpg
0639127002,0639127,SS Dress Solid,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Short-sleeved dress in soft organic cotton jersey with a round neckline and a seam and wide flounce at the hem.,SS Dress Solid Dress Garment Full body Solid Light Pink Dusty Light Pink Baby basics Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Jersey Basic Short-sleeved dress in soft organic cotton jersey with a round neckline and a seam and wide flounce at the hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/063/0639127002.jpg
0276242021,0276242,Dress LS Basic,265,Dress,Garment Full body,1010001,All over pattern,42,Red,7,Medium,18,Red,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Long-sleeved dress in soft, patterned organic cotton jersey.","Dress LS Basic Dress Garment Full body All over pattern Red Medium Red Baby basics Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Jersey Basic Long-sleeved dress in soft, patterned organic cotton jersey.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/027/0276242021.jpg
0696961006,0696961,Adriana SET DEAL,270,Garment Set,Garment Full body,1010002,Application/3D,10,White,3,Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Set with a top and pair of shorts in soft cotton jersey. Top with appliqués on the front and flounced sleeves that continue down the sides. Shorts with a decorative bow at the front, an elasticated waist with a small frill trim at the top and diagonal side pockets.","Adriana SET DEAL Garment Set Garment Full body Application/3D White Light White Kids Girl Jersey Fancy Children Sizes 92-140 Baby/Children Kids Girl Jersey Fancy Set with a top and pair of shorts in soft cotton jersey. Top with appliqués on the front and flounced sleeves that continue down the sides. Shorts with a decorative bow at the front, an elasticated waist with a small frill trim at the top and diagonal side pockets.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/069/0696961006.jpg
0699072001,0699072,Reign dress,265,Dress,Garment Full body,1010008,Front print,09,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Sleeveless dress in jersey with a seam at the waist and flared skirt.,Reign dress Dress Garment Full body Front print Black Dark Black Young Girl Jersey Fancy Children Sizes 134-170 Baby/Children Young Girl Jersey Fancy Sleeveless dress in jersey with a seam at the waist and flared skirt.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/069/0699072001.jpg
0554890001,0554890,Trudy dress,265,Dress,Garment Full body,1010022,Jacquard,51,Light Pink,3,Light,4,Pink,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Short-sleeved dress in a soft jacquard knit containing some wool with ribbing around the neckline, cuffs and hem.","Trudy dress Dress Garment Full body Jacquard Light Pink Light Pink Kids Girl Knitwear Children Sizes 92-140 Baby/Children Kids Girl Knitwear Short-sleeved dress in a soft jacquard knit containing some wool with ribbing around the neckline, cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/055/0554890001.jpg
0806135009,0806135,Luna dress S/S,265,Dress,Garment Full body,1010001,All over pattern,52,Pink,2,Medium Dusty,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Short-sleeved, A-line dress in soft cotton jersey with a gathered seam at the waist and hem. Unlined.","Luna dress S/S Dress Garment Full body All over pattern Pink Medium Dusty Pink Kids Girl Jersey Fancy Children Sizes 92-140 Baby/Children Kids Girl Jersey Fancy Short-sleeved, A-line dress in soft cotton jersey with a gathered seam at the waist and hem. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/080/0806135009.jpg
0842333001,0842333,Stavanger fleece set,270,Garment Set,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6550,Baby Girl Outdoor,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1007,Outdoor,"Set with a jacket and pair of trousers in thermal fleece made partly from recycled polyester. Jacket with a stand-up collar, zip down the front with a chin guard and raglan sleeves. Trousers with covered elastication at the waist.","Stavanger fleece set Garment Set Garment Full body All over pattern Dark Blue Dark Blue Baby Girl Outdoor Baby Sizes 50-98 Baby/Children Baby Girl Outdoor Set with a jacket and pair of trousers in thermal fleece made partly from recycled polyester. Jacket with a stand-up collar, zip down the front with a chin guard and raglan sleeves. Trousers with covered elastication at the waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/084/0842333001.jpg
0705153001,0705153,APU ONESIE,267,Jumpsuit/Playsuit,Garment Full body,1010002,Application/3D,93,Dark Green,4,Dark,19,Green,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,All-in-one suit in soft sweatshirt fabric with print motifs and a jersey-lined hood with appliqués that continue down the back. Zip down the front and ribbing at the cuffs and hems. Soft inside.,APU ONESIE Jumpsuit/Playsuit Garment Full body Application/3D Dark Green Dark Green Kids Boy Jersey Fancy Children Sizes 92-140 Baby/Children Kids Boy Jersey Fancy All-in-one suit in soft sweatshirt fabric with print motifs and a jersey-lined hood with appliqués that continue down the back. Zip down the front and ribbing at the cuffs and hems. Soft inside.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0705153001.jpg
0895432001,0895432,Rosita romper,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Romper suit in soft cotton jersey with a shimmering metallic pattern. Round neckline, press-studs at the front, small frills at the top with overlocked edges, and narrow, covered elastication around the hems.","Rosita romper Jumpsuit/Playsuit Garment Full body All over pattern Off White Dusty Light White Baby Girl Jersey Fancy Baby Sizes 50-98 Baby/Children Baby Girl Jersey Fancy Romper suit in soft cotton jersey with a shimmering metallic pattern. Round neckline, press-studs at the front, small frills at the top with overlocked edges, and narrow, covered elastication around the hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/089/0895432001.jpg
0690949005,0690949,SET Anna DEAL HK,270,Garment Set,Garment Full body,1010015,Sequin,10,White,3,Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Set with a short-sleeved top and pair of treggings. Top in cotton jersey with a reversible sequin motif on the front (size 1½-3Y with normal sequins). Treggings in sturdy, patterned jersey with a fake fly, fake front pockets and real back pockets.","SET Anna DEAL HK Garment Set Garment Full body Sequin White Light White Kids Girl Jersey Fancy Children Sizes 92-140 Baby/Children Kids Girl Jersey Fancy Set with a short-sleeved top and pair of treggings. Top in cotton jersey with a reversible sequin motif on the front (size 1½-3Y with normal sequins). Treggings in sturdy, patterned jersey with a fake fly, fake front pockets and real back pockets.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/069/0690949005.jpg
0708220004,0708220,LEO shirt dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Sleeveless shirt dress in a soft weave with a collar, buttons down the front, chest pocket with a button and pockets in the side seams. Detachable belt in braided imitation suede and a rounded hem. Slightly longer at the back. Unlined.","LEO shirt dress Dress Garment Full body Solid Greenish Khaki Dusty Light Khaki green Young Girl Dresses Children Sizes 134-170 Baby/Children Young Girl Dresses/Skirts girls Sleeveless shirt dress in a soft weave with a collar, buttons down the front, chest pocket with a button and pockets in the side seams. Detachable belt in braided imitation suede and a rounded hem. Slightly longer at the back. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0708220004.jpg
0624564003,0624564,RACHEL tulle dress,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Sleeveless dress in ribbed cotton jersey with a glittery elastic waistband and skirt in several layers of tulle. Jersey underskirt.,RACHEL tulle dress Dress Garment Full body Solid White Light White Young Girl Jersey Fancy Children Sizes 134-170 Baby/Children Young Girl Jersey Fancy Sleeveless dress in ribbed cotton jersey with a glittery elastic waistband and skirt in several layers of tulle. Jersey underskirt.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/062/0624564003.jpg
0565183002,0565183,Justin dress,265,Dress,Garment Full body,1010001,All over pattern,62,Purple,3,Light,6,Lilac Purple,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Short-sleeved dress in printed cotton jersey with a seam at the hips and a flounced skirt.,Justin dress Dress Garment Full body All over pattern Purple Light Lilac Purple Kids Girl Jersey Fancy Children Sizes 92-140 Baby/Children Kids Girl Jersey Fancy Short-sleeved dress in printed cotton jersey with a seam at the hips and a flounced skirt.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/056/0565183002.jpg
0743790003,0743790,SVANTE onepiece,267,Jumpsuit/Playsuit,Garment Full body,1010010,Melange,93,Dark Green,4,Dark,19,Green,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. All-in-one suit knitted in soft organic cotton with buttons on one shoulder and at the crotch. Long raglan sleeves and roll edges around the neckline, cuffs and hems.","SVANTE onepiece Jumpsuit/Playsuit Garment Full body Melange Dark Green Dark Green Baby Exclusive Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Woven/Jersey/Knitted mix Baby Baby Exclusive. All-in-one suit knitted in soft organic cotton with buttons on one shoulder and at the crotch. Long raglan sleeves and roll edges around the neckline, cuffs and hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/074/0743790003.jpg
